Fund,Fund Description,Fund ID,Department ID,Department,Short Title,Expense Line,Link to Website,Department Description,Control Officer,Appropriations 1995,Appropriations 1996,Appropriations 1997,Appropriations 1998,Appropriations 1999,Appropriations 2000,Appropriations 2001,Appropriations 2002,Appropriations 2003,Appropriations 2004,Appropriations 2005,Appropriations 2006,Appropriations 2007,Appropriations 2008,Appropriations 2009,Appropriations 2010,Appropriations 2011,Appropriations 2012,Appropriations 2013,Appropriations 2014,Appropriations 2015,Expenditures 1995,Expenditures 1996,Expenditures 1997,Expenditures 1998,Expenditures 1999,Expenditures 2000,Expenditures 2001,Expenditures 2002,Expenditures 2003,Expenditures 2004,Expenditures 2005,Expenditures 2006,Expenditures 2007,Expenditures 2008,Expenditures 2009,Expenditures 2010,Expenditures 2011,Expenditures 2012,Expenditures 2013,Expenditures 2014
General Fund,"The County's General Fund covers the main functions of County Government. Nearly every Elected Official or Department Heads' budget is included in this fund and nearly all major expenses, salaries and benefits are paid from it. A breakdown of the revenue for the General Fund can be found in the Fiscal Year Budget summary.",1,143,Court Security,Court Security,Salaries and Benefits,,The line item funds expenses associated with Court Security employees at the County Courthouse. These funds allocated in the General Fund are partially reimbursed by a transfer from the Court Security special fund.,Sheriff,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95981.89,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95981.89
General Fund,"The County's General Fund covers the main functions of County Government. Nearly every Elected Official or Department Heads' budget is included in this fund and nearly all major expenses, salaries and benefits are paid from it. A breakdown of the revenue for the General Fund can be found in the Fiscal Year Budget summary.",1,144,Jail Medical,Jail Medical,Medical Expenses of Inmates,,"The line item, under the control of the Sheriff, allows for expenses to be made to pay for the jail medical contract. A portion of this cost to the General Fund is to reimbursed or offset through a transfer from the Arrestee's Medical Cost Fund.",Sheriff,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77435.60,86000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77435.60
General Fund,"The County's General Fund covers the main functions of County Government. Nearly every Elected Official or Department Heads' budget is included in this fund and nearly all major expenses, salaries and benefits are paid from it. A breakdown of the revenue for the General Fund can be found in the Fiscal Year Budget summary.",1,145,Macoupin Economic Development Partnership,Macoupin Economic Development Partnership,Reimbursable Salaries,http://www.macoupinpartners.com/,Salaries for two employees of MEDP are paid through this line and reimbursed to the county at 100% quarterly.,Macoupin Economic Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92000.00,15400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85494.75
General Fund,"The County's General Fund covers the main functions of County Government. Nearly every Elected Official or Department Heads' budget is included in this fund and nearly all major expenses, salaries and benefits are paid from it. A breakdown of the revenue for the General Fund can be found in the Fiscal Year Budget summary.",1,146,MEDP Contribution,MEDP Contribution,County Contribution to Macoupin Economic Development Partnership,,This line item pays the county's contribution toward membership in MEDP. Payments are remitted to MEDP by the county on a quarterly basis.,Macoupin Economic Development,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82000.00
General Fund,"The County's General Fund covers the main functions of County Government. Nearly every Elected Official or Department Heads' budget is included in this fund and nearly all major expenses, salaries and benefits are paid from it. A breakdown of the revenue for the General Fund can be found in the Fiscal Year Budget summary.",1,147,Contractual Services,Contractual Services,Capital Outlay,,This line item would allow for expenses to be made for contractual services to provide infrastructural or renovation upgrades of county-owned facilities. Approval of spending from this line item is with the County Board.,County Board Office,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,30000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12960.35
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Personal Services,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,110000.00,110000.00,110000.00,118000.00,120000.00,120000.00,116000.00,118000.00,120000.00,180000.00,160000.00,155000.00,0.00,0.00,7821392.77,7603400.00,148309.00,153899.00,0.00,135893.00,136273.00,116556.00,101406.00,109164.00,117735.00,86549.00,143447.00,75520.00,113512.00,138876.00,115146.00,49217.00,124468.00,0.00,0.00,7389367.68
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Contractual,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,13000.00,13000.00,15000.00,11400.00,11100.00,11100.00,11500.00,15800.00,14300.00,20000.00,13800.00,14300.00,0.00,0.00,0.00,3000.00,0.00,0.00,0.00,0.00,20548.00,16847.00,18475.00,14819.00,14445.00,16411.00,15572.00,21843.00,16652.00,16754.00,13789.00,14422.00,13321.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Travel,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,500.00,0.00,400.00,400.00,1000.00,500.00,500.00,500.00,500.00,500.00,500.00,1000.00,500.00,500.00,0.00,0.00,0.00,0.00,1699.00,816.00,0.00,155.00,222.00,105.00,725.00,899.00,473.00,343.00,250.00,234.00,488.00,196.00,604.00,746.00,482.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Breastfeeding,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1940.00,4917.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Commodities,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Supplies,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,500.00,0.00,5000.00,5000.00,5400.00,5000.00,7000.00,7000.00,5000.00,7500.00,5000.00,17000.00,7500.00,12000.00,0.00,0.00,0.00,0.00,4384.00,7344.00,0.00,8851.00,4061.00,0.00,0.00,5350.00,4397.00,7365.00,7200.00,6549.00,5708.00,5874.00,7305.00,8992.00,3446.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Miscellaneous,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3534.00,533.00,0.00,459.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,Equipment,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2643.00,2660.00,0.00,16621.00,0.00,7783.00,11121.00,125.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Health Fund,"These special funds are under the control of the Public Health Department Adminstrator whose department's goal is to  to optimize health and promote health equity for all people and communities of Macoupin County through leadership and appropriate collaborations between County, local, state and federal officials, as well as private health promoting institutions, focusing on health promotion and disease prevention, while advocating for the environmental and social conditions necessary to advance physical, mental and social well-being.",4,47,County Health Department WIC Fund,County Health Department WIC Fund,All Other Health Related Expenses,,"This fund contains all revenue and expenses for the Women's, Infant and Children's (WIC) Program of the Public Health Department (100% Federally-funded).",Public Health Adminstrator,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,198000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.00,0.00,0.00,163446.65,0.00
